Sample ID,Number of Spots Under Tissue,Median Genes per Spot,Number of Reads,Valid Barcodes,Valid UMIs,Mean Reads per Spot,Sequencing Saturation,Q30 Bases in Barcode,Q30 Bases in RNA Read,Q30 Bases in UMI,Reads Mapped to Genome,Reads Mapped Confidently to Genome,Reads Mapped Confidently to Intergenic Regions,Reads Mapped Confidently to Intronic Regions,Reads Mapped Confidently to Exonic Regions,Reads Mapped Confidently to Transcriptome,Reads Mapped Antisense to Gene,Fraction Reads in Spots Under Tissue,Total Genes Detected,Median UMI Counts per Spot,Fraction of Spots Under Tissue
V1_Human_Lymph_Node,4035,5999.0,497558857.0,0.9668303020480652,0.9981508579597048,123310.74522924412,0.7374279826482903,0.96642679627044,0.9312376434503904,0.9662397136426312,0.8940603503315789,0.8484630010314539,0.018477625050095328,0.030360856384071964,0.7996245195972865,0.7731933410241756,0.012411347749357822,0.8956136768827119,25187,20239.0,0.8082932692307693
